source_id,derived_from,configuration,alpha_deg,omega_b_over_2V,zero_replicate,dCA_dBeta_per_rad,dCN_dBeta_per_rad,dCm_dBeta_per_rad,dCY_dBeta_per_rad,dCl_dBeta_per_rad,dCn_dBeta_per_rad,delta_beta_deg,derivation,qa_status
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.30,,-0.094538,-0.343775,-0.650307,-1.180293,-0.105138,-0.327159,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,45,0.40,,-0.143239,-0.257831,-0.916732,-1.180293,-0.087949,-0.253820,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,-0.40,,0.008594,0.286479,1.105809,-0.968299,-0.161288,-0.116310,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,-0.30,,-0.028648,0.429718,0.762034,-0.976893,-0.150688,-0.162147,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,-0.20,,-0.054431,0.572958,0.495608,-0.996947,-0.130921,-0.192227,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,-0.10,,-0.074485,0.458366,0.160428,-1.057107,-0.132067,-0.299370,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,-0.05,,-0.085944,0.372423,0.080214,-0.999811,-0.124045,-0.288484,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,-0.03,,-0.080214,0.372423,0.097403,-0.928192,-0.116024,-0.276166,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.00,1,-0.094538,0.171887,0.071620,-1.048513,-0.110008,-0.262701,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.00,2,-0.094538,0.286479,0.077349,-1.028459,-0.114592,-0.259550,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.03,,-0.083079,0.171887,0.008594,-0.856572,-0.104851,-0.214859,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.05,,-0.083079,-0.028648,-0.108862,-0.825059,-0.120608,-0.183346,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.10,,-0.108862,0.143239,-0.114592,-0.928192,-0.121754,-0.257831,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.20,,-0.120321,-0.229183,-0.484149,-1.140186,-0.148396,-0.348645,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.30,,-0.143239,-0.229183,-0.767763,-1.160240,-0.165012,-0.370704,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,50,0.40,,-0.128916,-0.171887,-1.091485,-1.017000,-0.137796,-0.214000,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,-0.40,,0.008594,0.028648,0.942516,-0.822194,-0.178763,-0.136650,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,-0.30,,-0.011459,0.257831,0.836518,-0.813600,-0.165585,-0.112013,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,-0.20,,-0.025783,0.343775,0.509932,-0.893814,-0.130921,-0.206265,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,-0.10,,-0.051566,0.343775,0.383882,-0.850842,-0.128056,-0.221448,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,-0.05,,-0.051566,0.200535,0.226318,-0.959704,-0.131494,-0.231761,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,-0.03,,-0.054431,0.171887,0.234913,-0.985487,-0.126624,-0.237205,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.00,1,-0.074485,0.315127,0.309397,-1.148780,-0.122613,-0.267285,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.00,2,-0.071620,0.286479,0.315127,-1.148780,-0.118029,-0.268431,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.03,,-0.057296,0.143239,0.209130,-1.080025,-0.127197,-0.288771,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.05,,-0.060161,0.114592,0.203400,-1.082890,-0.124618,-0.274447,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.10,,-0.068755,-0.114592,-0.088808,-1.197482,-0.145245,-0.375287,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.20,,-0.088808,-0.143239,-0.684685,-1.122997,-0.180768,-0.323148,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.30,,-0.117456,0.000000,-0.948245,-0.936786,-0.169023,-0.188503,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,55,0.40,,-0.123186,0.286479,-0.985487,-0.908138,-0.167877,-0.113732,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,-0.40,,0.034377,0.000000,0.948245,-0.816465,-0.168736,-0.126624,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,-0.30,,-0.011459,0.286479,0.724792,-0.822194,-0.136937,-0.156131,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,-0.20,,-0.037242,0.286479,0.452637,-0.833654,-0.110008,-0.188217,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,-0.10,,-0.063025,0.372423,0.352369,-0.724792,-0.102273,-0.161288,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,-0.05,,-0.085944,0.401070,0.429718,-0.744845,-0.115737,-0.181055,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,-0.03,,-0.080214,0.257831,0.295073,-0.807870,-0.129775,-0.173893,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.00,1,-0.091673,0.286479,0.275020,-0.876625,-0.133786,-0.165012,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.00,2,-0.097403,0.200535,0.234913,-0.856572,-0.140661,-0.173320,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.03,,-0.074485,0.085944,0.151834,-0.862301,-0.135505,-0.136650,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.05,,-0.080214,0.171887,0.146104,-0.882355,-0.134072,-0.086803,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.10,,-0.094538,0.200535,-0.111727,-1.091485,-0.145245,-0.353801,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.20,,-0.105997,0.143239,-0.613065,-1.183158,-0.171601,-0.413103,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.30,,-0.108862,0.343775,-0.865166,-0.862301,-0.185925,-0.161001,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,60,0.40,,-0.131780,0.372423,-0.905273,-0.936786,-0.169596,-0.185065,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,-0.40,,0.063025,-0.028648,0.968299,-0.951110,-0.178476,-0.159282,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,-0.30,,-0.020054,0.257831,0.633118,-0.868031,-0.123759,-0.180482,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,-0.20,,-0.054431,0.257831,0.372423,-0.856572,-0.100268,-0.183919,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,-0.10,,-0.088808,0.229183,0.292208,-0.813600,-0.104278,-0.183346,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,-0.05,,-0.094538,0.229183,0.197670,-0.856572,-0.128343,-0.169596,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,-0.03,,-0.097403,0.171887,0.111727,-0.859437,-0.141807,-0.165298,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.00,1,-0.114592,0.171887,0.080214,-0.922462,-0.154126,-0.170455,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.00,2,-0.120321,0.114592,0.085944,-0.956840,-0.143526,-0.172747,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.03,,-0.123186,0.171887,0.077349,-0.885220,-0.146391,-0.171601,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.05,,-0.123186,0.229183,0.034377,-0.862301,-0.143812,-0.175898,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.10,,-0.137510,0.114592,-0.105997,-0.899544,-0.138083,-0.219156,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.20,,-0.157563,0.085944,-0.504203,-1.088620,-0.156131,-0.350650,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.30,,-0.131780,0.143239,-0.951110,-1.100079,-0.205692,-0.333461,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,65,0.40,,-0.166158,0.372423,-0.908138,-0.928192,-0.195952,-0.205692,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,-0.40,,0.002865,-0.085944,0.962569,-0.736251,-0.202827,-0.151834,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,-0.30,,-0.042972,0.286479,0.747710,-0.701873,-0.139515,-0.155272,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,-0.20,,-0.040107,0.315127,0.412530,-0.670361,-0.108862,-0.154126,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,-0.10,,-0.048701,0.143239,0.186211,-0.893814,-0.131780,-0.173893,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,-0.05,,-0.048701,0.085944,0.048701,-0.885220,-0.169596,-0.160715,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,-0.03,,-0.051566,0.143239,-0.005730,-0.862301,-0.173606,-0.164439,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.00,1,-0.071620,0.200535,0.071620,-0.908138,-0.173320,-0.164439,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_CENTERED_SLOPE,BETA_PLUS10_MINUS_BETA_MINUS10,Basic F-18 zero-controls centered beta finite difference,70,0.00,2,-0.083079,0.143239,0.105997,-0.911003,-0.163579,-0.150688,20,[C(+10deg)-C(-10deg)]/(20deg in radians),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
